hospital_name,hospital_type,star_rating,readmit_success_count,readmit_fail_count,community_income,community_population
ST MARY MEDICAL CENTER,Acute Care Hospitals,1,0,4,56579.0,38304.0
ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP,Acute Care Hospitals,4,1,1,116250.0,13235.0
EMANATE HEALTH INTER-COMMUNITY HOSPITAL,Acute Care Hospitals,3,0,3,63270.0,20193.0
DOCTORS MEDICAL CENTER,Acute Care Hospitals,1,0,1,46765.0,52951.0
GOOD SAMARITAN HOSPITAL,Acute Care Hospitals,3,0,1,28638.0,26390.0
PROVIDENCE MISSION HOSPITAL,Acute Care Hospitals,4,1,0,106581.0,50287.0
FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER,Acute Care Hospitals,2,0,3,85536.0,57779.0
SHASTA REGIONAL MEDICAL CENTER,Acute Care Hospitals,3,2,1,48125.0,33986.0
LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,Acute Care Hospitals,3,0,2,86580.0,64686.0
TEMECULA VALLEY HOSPITAL,Acute Care Hospitals,4,0,1,99049.0,82551.0
PRESBYTERIAN ST LUKE'S MEDICAL CENTER,Acute Care Hospitals,4,0,1,56430.0,19214.0
CENTURA HEALTH-PORTER ADVENTIST HOSPITAL,Acute Care Hospitals,4,1,0,82865.0,36394.0
AURORA SOUTH HOSPITAL AND MEDICAL CENTER,Acute Care Hospitals,3,2,1,49658.0,51572.0
MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL,Acute Care Hospitals,2,0,3,123154.0,27142.0
BETHESDA  HOSPITAL INC,Acute Care Hospitals,3,0,1,43857.0,35264.0
CITRUS MEMORIAL HOSPITAL,Acute Care Hospitals,2,1,0,36712.0,11174.0
ASCENSION SACRED HEART BAY,Acute Care Hospitals,2,0,1,37629.0,23476.0
ADVENTHEALTH WATERMAN,Acute Care Hospitals,4,2,0,43585.0,20694.0
ADVENTHEALTH OCALA,Acute Care Hospitals,1,0,3,39963.0,15937.0
BAYFRONT HEALTH PORT CHARLOTTE,Acute Care Hospitals,2,0,2,37193.0,33184.0
JFK MEDICAL CENTER,Acute Care Hospitals,2,0,3,49843.0,33228.0
UF HEALTH LEESBURG HOSPITAL,Acute Care Hospitals,2,0,3,43334.0,39053.0
FLAGLER HOSPITAL,Acute Care Hospitals,3,0,0,55530.0,28244.0
STEWARD ROCKLEDGE HOSPITAL,Acute Care Hospitals,1,0,1,65039.0,37979.0
AVENTURA HOSPITAL AND MEDICAL CENTER,Acute Care Hospitals,2,0,4,65374.0,31878.0
CENTRAL FLORIDA REGIONAL HOSPITAL,Acute Care Hospitals,3,0,4,53359.0,52002.0
PALM BEACH GARDENS MEDICAL CENTER,Acute Care Hospitals,2,0,2,66682.0,35904.0
MEMORIAL HOSPITAL JACKSONVILLE,Acute Care Hospitals,1,0,3,50648.0,38120.0
BLAKE MEDICAL CENTER,Acute Care Hospitals,2,0,1,55995.0,34547.0
FORT WALTON BEACH MEDICAL CENTER,Acute Care Hospitals,2,0,1,51099.0,34058.0
WESTSIDE REGIONAL MEDICAL CENTER,Acute Care Hospitals,2,0,4,63420.0,47588.0
FAWCETT MEMORIAL HOSPITAL,Acute Care Hospitals,2,0,4,37193.0,33184.0
LARGO MEDICAL CENTER,Acute Care Hospitals,2,0,4,42864.0,25742.0
DELRAY MEDICAL CENTER,Acute Care Hospitals,2,0,2,37671.0,25134.0
OAK HILL HOSPITAL,Acute Care Hospitals,2,0,3,41728.0,17460.0
ST JOSEPH'S HOSPITAL - SAVANNAH,Acute Care Hospitals,3,0,1,52159.0,58018.0
GRADY MEMORIAL HOSPITAL,Acute Care Hospitals,1,0,4,22383.0,6714.0
"COLISEUM MEDICAL CENTERS, LLC, DBA",Acute Care Hospitals,3,0,3,31851.0,17558.0
HILO MEDICAL CENTER,Acute Care Hospitals,5,1,0,56924.0,48575.0
GOTTLIEB MEMORIAL HOSPITAL,Acute Care Hospitals,4,0,0,47759.0,25559.0
MT SINAI HOSPITAL MEDICAL CENTER,Acute Care Hospitals,2,0,1,41226.0,78877.0
ADVENTIST LA GRANGE MEMORIAL HOSPITAL,Acute Care Hospitals,5,2,0,79926.0,31295.0
VISTA MEDICAL CENTER EAST,Acute Care Hospitals,2,0,3,43370.0,71548.0
AMITA HEALTH RESURRECTION MEDICAL CENTER,Acute Care Hospitals,4,0,1,82226.0,29566.0
METHODIST HOSPITALS INC,Acute Care Hospitals,2,0,4,19028.0,6128.0
BAPTIST HEALTH FLOYD,Acute Care Hospitals,3,1,1,48737.0,48123.0
DUPONT HOSPITAL LLC,Acute Care Hospitals,4,1,1,52148.0,29068.0
MERCYONE DUBUQUE MEDICAL CENTER,Acute Care Hospitals,5,3,0,47404.0,43525.0
MERCYONE SIOUXLAND MEDICAL CENTER,Acute Care Hospitals,2,0,0,17649.0,868.0
JEWISH HOSPITAL & ST MARY'S HEALTHCARE,Acute Care Hospitals,2,0,0,17372.0,6827.0
UNIVERSITY OF LOUISVILLE HOSPITAL,Acute Care Hospitals,1,1,1,17372.0,6827.0
UNIVERSITY MEDICAL CENTER NEW ORLEANS,Acute Care Hospitals,1,0,3,50313.0,2553.0
OCHSNER LSU HEALTH SHREVEPORT,Acute Care Hospitals,1,0,3,19600.0,7367.0
GLENWOOD REGIONAL MEDICAL CENTER,Acute Care Hospitals,2,0,4,46272.0,31681.0
ADVENTIST HEALTHCARE WHITE OAK MEDICAL CENTER,Acute Care Hospitals,3,1,2,81277.0,57594.0
ST ELIZABETH'S MEDICAL CENTER,Acute Care Hospitals,2,0,3,61566.0,42644.0
BORGESS MEDICAL CENTER,Acute Care Hospitals,3,3,0,42467.0,25108.0
ASCENSION PROVIDENCE ROCHESTER HOSPITAL,Acute Care Hospitals,4,0,1,73469.0,43215.0
ST JOSEPH'S HOSPITAL,Acute Care Hospitals,3,0,0,52981.0,17923.0
SSM ST JOSEPH HEALTH CENTER,Acute Care Hospitals,3,0,0,54958.0,50613.0
SSM HEALTH ST MARY'S HOSPITAL JEFFERSON CITY,Acute Care Hospitals,3,0,3,55096.0,39013.0
SSM ST CLARE HEALTH CENTER,Acute Care Hospitals,4,0,0,75991.0,44534.0
CHRISTIAN HOSPITAL NORTHEAST,Acute Care Hospitals,2,0,1,31208.0,45653.0
DESERT SPRINGS HOSPITAL,Acute Care Hospitals,2,0,3,32879.0,52171.0
SPRING VALLEY HOSPITAL MEDICAL CENTER,Acute Care Hospitals,1,0,3,51687.0,21407.0
JERSEY CITY MEDICAL CENTER,Acute Care Hospitals,2,0,3,113898.0,42861.0
LOVELACE MEDICAL CENTER,Acute Care Hospitals,3,1,1,28818.0,19657.0
MOUNTAIN VIEW REGIONAL MEDICAL CENTER,Acute Care Hospitals,1,0,3,55707.0,30310.0
FAXTON-ST LUKE'S HEALTHCARE,Acute Care Hospitals,1,0,2,68731.0,16297.0
ERIE COUNTY MEDICAL CENTER,Acute Care Hospitals,3,0,1,35160.0,40088.0
ST ELIZABETH MEDICAL CENTER,Acute Care Hospitals,1,0,2,33710.0,38415.0
MERCY HEALTH-ANDERSON HOSPITAL,Acute Care Hospitals,4,1,0,72550.0,21641.0
THE JEWISH HOSPITAL-MERCY HEALTH,Acute Care Hospitals,4,0,0,58965.0,24646.0
UH ST JOHN MEDICAL CENTER,Acute Care Hospitals,4,1,0,81966.0,32387.0
UNIVERSITY HOSPITALS - ELYRIA MEDICAL CENTER,Acute Care Hospitals,4,0,1,44238.0,63572.0
MARIETTA MEMORIAL HOSPITAL,Acute Care Hospitals,3,0,2,41893.0,27183.0
LEGACY EMANUEL MEDICAL CENTER,Acute Care Hospitals,4,0,1,51050.0,4648.0
MCKENZIE-WILLAMETTE MEDICAL CENTER,Acute Care Hospitals,4,1,0,40322.0,37484.0
ADVENTIST HEALTH PORTLAND,Acute Care Hospitals,4,1,0,41809.0,17112.0
WILLIAMSPORT REGIONAL MEDICAL CENTER,Acute Care Hospitals,3,3,1,41850.0,43927.0
UPMC CARLISLE,Acute Care Hospitals,3,0,0,77589.0,21603.0
JEFFERSON HEALTH- NORTHEAST,Acute Care Hospitals,2,0,2,56785.0,31478.0
CROZER CHESTER MEDICAL CENTER,Acute Care Hospitals,3,0,0,29976.0,35621.0
FORBES HOSPITAL,Acute Care Hospitals,3,0,2,59746.0,28042.0
PIEDMONT MEDICAL CENTER,Acute Care Hospitals,2,0,1,45430.0,55272.0
PROVIDENCE HEALTH,Acute Care Hospitals,2,0,2,30514.0,39614.0
WELLMONT BRISTOL REGIONAL MEDICAL CENTER,Acute Care Hospitals,2,0,2,39450.0,38262.0
METHODIST MEDICAL CENTER OF OAK RIDGE,Acute Care Hospitals,2,0,0,50853.0,29455.0
SAINT THOMAS WEST HOSPITAL,Acute Care Hospitals,4,2,1,91149.0,24761.0
UNIVERSITY MEDICAL CENTER OF EL PASO,Acute Care Hospitals,2,0,1,21856.0,23108.0
COVENANT MEDICAL CENTER,Acute Care Hospitals,3,0,1,43408.0,9583.0
PROVIDENCE HEALTH CENTER,Acute Care Hospitals,4,3,0,70056.0,25350.0
UT HEALTH EAST TEXAS TYLER REGIONAL HOSPITAL,Acute Care Hospitals,3,1,1,49030.0,34876.0
MEDICAL CITY NORTH HILLS,Acute Care Hospitals,3,0,3,54851.0,36385.0
DELL SETON  MED CENTER AT THE UNIVERSITY OF TX,Acute Care Hospitals,3,1,0,112201.0,7875.0
PARIS REGIONAL MEDICAL CENTER,Acute Care Hospitals,3,1,0,32205.0,22226.0
HCA HOUSTON HEALTHCARE CONROE,Acute Care Hospitals,1,0,5,60568.0,28692.0
HOUSTON METHODIST BAYTOWN HOSPITAL,Acute Care Hospitals,3,0,3,62513.0,57125.0
MEDICAL CITY DENTON,Acute Care Hospitals,3,0,3,85890.0,44044.0
HCA HOUSTON HEALTHCARE WEST,Acute Care Hospitals,3,0,2,53999.0,56641.0
MEDICAL CITY LEWISVILLE,Acute Care Hospitals,3,0,3,51861.0,14562.0
HCA HOUSTON HEALTHCARE TOMBALL,Acute Care Hospitals,2,0,2,69446.0,50525.0
MEDICAL CITY FORT WORTH,Acute Care Hospitals,4,0,2,26140.0,18199.0
LONGVIEW REGIONAL MEDICAL CENTER,Acute Care Hospitals,3,0,1,58526.0,30721.0
ROUND ROCK MEDICAL CENTER,Acute Care Hospitals,4,0,0,100622.0,57234.0
TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,Acute Care Hospitals,3,0,0,27232.0,28038.0
WINCHESTER MEDICAL CENTER,Acute Care Hospitals,3,0,3,50361.0,28737.0
BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER,Acute Care Hospitals,3,0,1,102376.0,29005.0
ASCENSION COLUMBIA ST MARY'S HOSPITAL OZAUKEE,Acute Care Hospitals,4,1,0,107667.0,5757.0
AURORA MEDICAL CENTER - GRAFTON,Acute Care Hospitals,5,1,0,75592.0,16812.0
SETON MEDICAL CENTER WILLIAMSON,Acute Care Hospitals,3,0,0,67462.0,61361.0
MARSHALL MEDICAL CENTERS,Acute Care Hospitals,2,0,1,38782.0,16190.0
ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,Acute Care Hospitals,4,0,0,51889.0,21025.0
JEFFERSON REGIONAL MEDICAL CENTER,Acute Care Hospitals,1,0,4,40213.0,31884.0
SANTA CLARA VALLEY MEDICAL CENTER,Acute Care Hospitals,2,0,0,80916.0,37301.0
COMMUNITY REGIONAL MEDICAL CENTER,Acute Care Hospitals,1,0,3,25056.0,7182.0
SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,Acute Care Hospitals,5,2,1,73601.0,22586.0
NORTHRIDGE HOSPITAL MEDICAL CENTER,Acute Care Hospitals,4,0,1,65129.0,34240.0
TRI-CITY MEDICAL CENTER,Acute Care Hospitals,3,2,0,70636.0,54181.0
VENTURA COUNTY MEDICAL CENTER,Acute Care Hospitals,2,1,0,74012.0,51956.0
EMANUEL MEDICAL CENTER,Acute Care Hospitals,2,0,3,67416.0,37490.0
WASHINGTON HOSPITAL,Acute Care Hospitals,2,0,4,101065.0,67133.0
HOAG MEMORIAL HOSPITAL PRESBYTERIAN,Acute Care Hospitals,4,0,2,102017.0,21657.0
ZUCKERBERG SAN FRANCISCO GENERAL HOSP & TRAUMA CTR,Acute Care Hospitals,1,0,1,109747.0,73737.0
REDLANDS COMMUNITY HOSPITAL,Acute Care Hospitals,3,1,0,65403.0,34063.0
MERCY MEDICAL CENTER,Acute Care Hospitals,2,0,4,51275.0,36543.0
WEST HILLS HOSPITAL & MEDICAL CENTER,Acute Care Hospitals,2,0,3,111043.0,27233.0
LOS ALAMITOS MEDICAL CENTER,Acute Care Hospitals,2,0,0,97598.0,22318.0
HENRY MAYO NEWHALL  HOSPITAL,Acute Care Hospitals,3,0,3,92066.0,31645.0
GOOD SAMARITAN MEDICAL CENTER LLC,Acute Care Hospitals,5,0,0,76794.0,29160.0
LAWRENCE & MEMORIAL HOSPITAL,Acute Care Hospitals,3,0,1,37357.0,27201.0
MIDSTATE MEDICAL CENTER,Acute Care Hospitals,4,0,0,60655.0,35063.0
GREENWICH HOSPITAL ASSOCIATION -,Acute Care Hospitals,5,1,2,107086.0,25433.0
GRIFFIN HOSPITAL,Acute Care Hospitals,4,0,2,57500.0,12717.0
PARRISH MEDICAL CENTER,Acute Care Hospitals,2,1,1,43872.0,20772.0
ORLANDO HEALTH-HEALTH CENTRAL HOSPITAL,Acute Care Hospitals,3,0,1,60921.0,45278.0
BROWARD HEALTH NORTH,Acute Care Hospitals,2,0,2,48506.0,61076.0
ADVENTHEALTH SEBRING,Acute Care Hospitals,5,0,1,41785.0,15982.0
HAMILTON MEDICAL CENTER,Acute Care Hospitals,3,0,0,47895.0,28480.0
TANNER MEDICAL CENTER - CARROLLTON,Acute Care Hospitals,3,0,2,40228.0,36298.0
SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,Acute Care Hospitals,2,1,2,28286.0,22950.0
JOHN D ARCHBOLD MEMORIAL HOSPITAL,Acute Care Hospitals,3,1,0,36546.0,24719.0
TIFT REGIONAL MEDICAL CENTER,Acute Care Hospitals,2,0,1,54844.0,10973.0
MAUI MEMORIAL MEDICAL CENTER,Acute Care Hospitals,3,1,1,74709.0,32704.0
ADVENTIST HEALTH CASTLE,Acute Care Hospitals,4,1,0,103185.0,51923.0
ST LUKES MAGIC VALLEY MEDICAL CENTER,Acute Care Hospitals,5,2,1,47906.0,55237.0
ALTON MEMORIAL HOSPITAL,Acute Care Hospitals,4,0,0,42464.0,31489.0
WEST SUBURBAN MEDICAL CENTER,Acute Care Hospitals,3,0,2,83145.0,32096.0
PRESENCE SAINT FRANCIS HOSPITAL,Acute Care Hospitals,3,0,0,74532.0,32677.0
JOHN H STROGER JR HOSPITAL,Acute Care Hospitals,2,0,2,38756.0,35332.0
PRESENCE ST MARYS HOSPITAL,Acute Care Hospitals,3,1,0,45542.0,35687.0
MERCY HOSPITAL AND MEDICAL CENTER,Acute Care Hospitals,2,0,3,46340.0,53331.0
OSF LITTLE COMPANY OF MARY MEDICAL CENTER,Acute Care Hospitals,3,0,4,67482.0,19796.0
PRESENCE SAINTS MARY AND ELIZABETH MEDICAL CENTER,Acute Care Hospitals,3,0,1,87143.0,53680.0
SARAH BUSH LINCOLN HEALTH CENTER,Acute Care Hospitals,3,2,1,44332.0,21757.0
INGALLS MEMORIAL HOSPITAL,Acute Care Hospitals,2,0,3,25705.0,29784.0
ST CATHERINE HOSPITAL INC,Acute Care Hospitals,5,0,0,30205.0,28728.0
FRANCISCAN ST ANTHONY HEALTH - MICHIGAN CITY,Acute Care Hospitals,3,0,1,42642.0,43473.0
GOOD SAMARITAN HOSPITAL,Acute Care Hospitals,3,0,1,43636.0,25935.0
GREAT RIVER MEDICAL CENTER,Acute Care Hospitals,2,1,0,47896.0,4447.0
MERCYONE WATERLOO MEDICAL CENTER,Acute Care Hospitals,3,1,0,49139.0,19568.0
STORMONT VAIL HOSPITAL,Acute Care Hospitals,3,1,2,44982.0,22634.0
MENORAH MEDICAL CENTER,Acute Care Hospitals,4,0,3,109967.0,19687.0
T J SAMSON COMMUNITY HOSPITAL,Acute Care Hospitals,3,0,0,39343.0,30688.0
EPHRAIM MCDOWELL REGIONAL MEDICAL CENTER,Acute Care Hospitals,3,0,1,42129.0,24987.0
LAKE CUMBERLAND REGIONAL HOSPITAL,Acute Care Hospitals,2,0,1,43974.0,23438.0
SAINT JOSEPH EAST,Acute Care Hospitals,3,0,0,73423.0,38800.0
WEST JEFFERSON MEDICAL CENTER,Acute Care Hospitals,3,0,0,47204.0,55586.0
OCHSNER MEDICAL CENTER - BATON ROUGE,Acute Care Hospitals,4,1,0,49413.0,42314.0
OCHSNER MEDICAL CENTER-KENNER,Acute Care Hospitals,3,0,0,57712.0,52046.0
SOUTHERN MAINE HEALTH CARE,Acute Care Hospitals,3,0,0,51118.0,23211.0
FREDERICK HEALTH HOSPITAL,Acute Care Hospitals,3,1,1,77967.0,36697.0
SAINT AGNES HOSPITAL,Acute Care Hospitals,2,1,1,47422.0,48225.0
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,Acute Care Hospitals,3,0,2,65501.0,50957.0
UMD SHORE MEDICAL CENTER AT EASTON,Acute Care Hospitals,3,1,1,57706.0,23982.0
NORTHWEST HOSPITAL CENTER,Acute Care Hospitals,3,1,2,78122.0,33156.0
UNIVERSITY OF MD BALTIMORE WASHINGTON MEDICAL CENTER,Acute Care Hospitals,2,1,2,65321.0,53584.0
"HEALTHALLIANCE HOSPITALS, INC",Acute Care Hospitals,3,0,1,57610.0,41446.0
CAMBRIDGE HEALTH ALLIANCE,Acute Care Hospitals,4,0,0,87671.0,37668.0
SAINT ANNE'S HOSPITAL,Acute Care Hospitals,4,0,3,33383.0,25985.0
HOLYOKE MEDICAL CENTER,Acute Care Hospitals,4,0,0,37954.0,40362.0
NORTHEAST HOSPITAL CORPORATION,Acute Care Hospitals,3,0,1,77893.0,41431.0
BERKSHIRE MEDICAL CENTER,Acute Care Hospitals,4,0,0,47614.0,44775.0
SIGNATURE HEALTHCARE BROCKTON HOSPITAL,Acute Care Hospitals,3,0,3,63718.0,33841.0
BETH ISRAEL DEACONESS HOSPITAL PLYMOUTH,Acute Care Hospitals,5,0,1,83746.0,58500.0
LOWELL GENERAL HOSPITAL,Acute Care Hospitals,3,0,4,40982.0,29561.0
MERCY MEDICAL CTR,Acute Care Hospitals,3,0,0,30053.0,23635.0
MELROSEWAKEFIELD HEALTHCARE,Acute Care Hospitals,2,0,3,93434.0,28132.0
NEWTON-WELLESLEY HOSPITAL,Acute Care Hospitals,5,2,1,104375.0,1520.0
WINCHESTER HOSPITAL,Acute Care Hospitals,5,0,2,152196.0,22579.0
NORWOOD HOSPITAL,Acute Care Hospitals,3,0,3,87516.0,29121.0
METROWEST MEDICAL CENTER,Acute Care Hospitals,2,0,2,105940.0,32098.0
MERCY HEALTH SAINT MARY'S,Acute Care Hospitals,4,2,0,41306.0,36467.0
HOLLAND COMMUNITY HOSPITAL,Acute Care Hospitals,5,0,1,56087.0,45395.0
ASCENSION ST MARY'S HOSPITAL,Acute Care Hospitals,2,0,1,26994.0,35831.0
METRO HEALTH HOSPITAL,Acute Care Hospitals,4,4,0,51509.0,28473.0
HENNEPIN COUNTY MEDICAL CENTER 1,Acute Care Hospitals,2,0,0,83793.0,4315.0
MAYO CLINIC HEALTH SYSTEM - MANKATO,Acute Care Hospitals,4,3,0,48852.0,47728.0
SANFORD BEMIDJI MEDICAL CENTER,Acute Care Hospitals,4,0,0,48955.0,34106.0
PHELPS COUNTY REGIONAL MEDICAL CENTER,Acute Care Hospitals,3,0,0,41109.0,32652.0
MERCY HOSPITAL JEFFERSON,Acute Care Hospitals,4,0,2,54302.0,26259.0
MERCY HOSPITAL WASHINGTON,Acute Care Hospitals,4,2,0,64650.0,21627.0
POPLAR BLUFF REGIONAL MEDICAL CENTER,Acute Care Hospitals,1,0,4,37052.0,35290.0
CHI HEALTH ST. ELIZABETH,Acute Care Hospitals,3,0,0,50843.0,21396.0
CHI HEALTH ST. FRANCIS,Acute Care Hospitals,3,1,1,57112.0,24838.0
REGIONAL WEST MEDICAL CENTER,Acute Care Hospitals,2,0,1,43781.0,17843.0
ST JOSEPH HOSPITAL,Acute Care Hospitals,3,1,1,49469.0,29861.0
WENTWORTH-DOUGLASS HOSPITAL,Acute Care Hospitals,5,0,1,65855.0,30938.0
CHESHIRE MEDICAL CENTER,Acute Care Hospitals,2,2,0,55902.0,25537.0
UNIVERSITY MEDICAL CENTER OF PRINCETON AT PLAINSBORO,Acute Care Hospitals,4,1,3,98883.0,20239.0
CHILTON MEDICAL CENTER,Acute Care Hospitals,3,0,0,91060.0,11229.0
NEWTON MEDICAL CENTER,Acute Care Hospitals,5,1,1,82716.0,25654.0
RIVERVIEW MEDICAL CENTER,Acute Care Hospitals,3,0,3,84520.0,23874.0
RARITAN BAY MEDICAL CENTER,Acute Care Hospitals,2,0,2,51389.0,54453.0
CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,Acute Care Hospitals,3,0,3,126108.0,12949.0
SHORE MEDICAL CENTER,Acute Care Hospitals,2,0,2,52767.0,10811.0
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL - SOMERSET,Acute Care Hospitals,3,0,0,91324.0,22195.0
OCEAN MEDICAL CENTER,Acute Care Hospitals,3,0,3,75988.0,41401.0
HACKENSACKUMC MOUNTAINSIDE,Acute Care Hospitals,2,0,3,97920.0,26323.0
VIRTUA WILLINGBORO HOSPITAL,Acute Care Hospitals,3,0,2,70929.0,31549.0
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT HAMILTON,Acute Care Hospitals,4,0,2,99837.0,18967.0
SOUTHERN OCEAN MEDICAL CENTER,Acute Care Hospitals,4,1,0,75981.0,24841.0
UNM HOSPITAL,Acute Care Hospitals,2,0,0,36267.0,24988.0
CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER,Acute Care Hospitals,3,4,0,56069.0,30687.0
SAN JUAN REGIONAL MEDICAL CENTER INC,Acute Care Hospitals,3,1,0,50795.0,46830.0
OUR LADY OF LOURDES MEMORIAL HOSPITAL,Acute Care Hospitals,3,1,0,38602.0,26509.0
ARNOT OGDEN MEDICAL CENTER,Acute Care Hospitals,2,0,2,53030.0,8796.0
OLEAN GENERAL HOSPITAL,Acute Care Hospitals,1,0,1,43065.0,18207.0
NYACK HOSPITAL,Acute Care Hospitals,2,0,2,83977.0,15547.0
GARNET HEALTH MEDICAL CENTER,Acute Care Hospitals,2,0,3,60094.0,49692.0
MOUNT SINAI BETH ISRAEL,Acute Care Hospitals,3,0,4,104441.0,55035.0
GLENS FALLS HOSPITAL,Acute Care Hospitals,3,0,1,48901.0,14450.0
ST JOHN'S RIVERSIDE HOSPITAL,Acute Care Hospitals,2,0,3,46519.0,59101.0
SARATOGA HOSPITAL,Acute Care Hospitals,4,1,1,77977.0,38758.0
CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,Acute Care Hospitals,4,0,2,48563.0,33291.0
PHELPS MEMORIAL HOSPITAL CENTER,Acute Care Hospitals,4,0,2,89478.0,23363.0
ST LUKE'S CORNWALL HOSPITAL,Acute Care Hospitals,2,0,2,58534.0,54938.0
HUDSON VALLEY HOSPITAL CENTER,Acute Care Hospitals,3,0,4,114207.0,20778.0
CAYUGA MEDICAL CENTER AT ITHACA,Acute Care Hospitals,4,2,0,51564.0,66021.0
MARGARET R PARDEE MEMORIAL HOSPITAL,Acute Care Hospitals,4,2,0,50456.0,14903.0
ATRIUM HEALTH CLEVELAND,Acute Care Hospitals,3,0,0,36485.0,27861.0
IREDELL MEMORIAL HOSPITAL INC,Acute Care Hospitals,3,0,1,42090.0,34575.0
DUKE HEALTH RALEIGH HOSPITAL,Acute Care Hospitals,3,0,0,57924.0,33103.0
CAROLINAS HEALTHCARE SYSTEM-BLUE RIDGE,Acute Care Hospitals,4,1,0,41957.0,54339.0
JOHNSTON HEALTH,Acute Care Hospitals,4,0,1,42982.0,24351.0
ATRIUM HEALTH UNION,Acute Care Hospitals,3,0,0,49993.0,26626.0
ATRIUM HEALTH LINCOLN,Acute Care Hospitals,4,1,0,45358.0,38952.0
NASH GENERAL HOSPITAL,Acute Care Hospitals,2,0,3,46002.0,29804.0
HAYWOOD REGIONAL MEDICAL CENTER,Acute Care Hospitals,5,1,0,43843.0,9721.0
WOOSTER COMMUNITY HOSPITAL,Acute Care Hospitals,5,3,1,50642.0,44280.0
ATRIUM MEDICAL CENTER,Acute Care Hospitals,4,1,0,57033.0,31052.0
SOUTH POINTE HOSPITAL,Acute Care Hospitals,4,0,1,78980.0,33645.0
MERCY REGIONAL MEDICAL CENTER,Acute Care Hospitals,5,0,0,46411.0,18615.0
UH GEAUGA MEDICAL CENTER,Acute Care Hospitals,4,0,1,76740.0,23593.0
WEST CHESTER HOSPITAL,Acute Care Hospitals,3,0,0,90142.0,50548.0
SAINT FRANCIS HOSPITAL MUSKOGEE,Acute Care Hospitals,2,0,1,34164.0,16495.0
ST MARY'S REGIONAL MEDICAL CENTER,Acute Care Hospitals,5,3,0,39351.0,24015.0
"MERCY HOSPITAL ARDMORE, INC",Acute Care Hospitals,4,2,1,49222.0,36058.0
ASCENSION ST JOHN MEDICAL CENTER,Acute Care Hospitals,3,0,1,39966.0,11827.0
ASANTE THREE RIVERS MEDICAL CENTER,Acute Care Hospitals,5,1,0,41982.0,34681.0
SKY LAKES MEDICAL CENTER,Acute Care Hospitals,4,2,0,38798.0,22393.0
BAY AREA HOSPITAL,Acute Care Hospitals,3,1,1,42560.0,27256.0
UPMC JAMESON,Acute Care Hospitals,3,1,0,62529.0,15203.0
UPMC MERCY,Acute Care Hospitals,3,0,0,22799.0,16514.0
UNIONTOWN HOSPITAL,Acute Care Hospitals,2,0,2,38652.0,31647.0
HOLY REDEEMER HOSPITAL AND MEDICAL CENTER,Acute Care Hospitals,4,0,1,92944.0,17403.0
UPMC ST MARGARET,Acute Care Hospitals,5,0,0,68797.0,12424.0
HOSPITAL OF UNIV OF PENNSYLVANIA,Acute Care Hospitals,4,1,3,25005.0,55205.0
MEADVILLE MEDICAL CENTER,Acute Care Hospitals,4,1,0,43835.0,27747.0
BRYN MAWR HOSPITAL,Acute Care Hospitals,4,0,0,101577.0,20737.0
MONONGAHELA VALLEY HOSPITAL,Acute Care Hospitals,4,0,1,56927.0,11247.0
CHAMBERSBURG HOSPITAL,Acute Care Hospitals,5,4,0,49141.0,26143.0
INDIANA REGIONAL MEDICAL CENTER,Acute Care Hospitals,3,0,0,43874.0,34215.0
NAZARETH HOSPITAL,Acute Care Hospitals,2,0,0,50159.0,35626.0
SHARON REGIONAL HEALTH SYSTEM,Acute Care Hospitals,3,0,1,32493.0,13505.0
WELLSPAN EPHRATA COMMUNITY HOSPITAL,Acute Care Hospitals,5,2,0,57040.0,34474.0
MOUNT NITTANY MEDICAL CENTER,Acute Care Hospitals,5,0,0,59731.0,25366.0
UPMC EAST,Acute Care Hospitals,4,0,1,59746.0,28042.0
ROGER WILLIAMS MEDICAL CENTER,Acute Care Hospitals,2,0,0,45042.0,37309.0
KENT COUNTY MEMORIAL HOSPITAL,Acute Care Hospitals,3,0,1,70196.0,28695.0
THE MIRIAM HOSPITAL,Acute Care Hospitals,4,0,1,77411.0,28745.0
BEAUFORT COUNTY MEMORIAL HOSPITAL,Acute Care Hospitals,3,0,1,50317.0,16327.0
TRMC OF ORANGEBURG & CALHOUN,Acute Care Hospitals,1,0,2,28231.0,29206.0
PRISMA HEALTH GREENVILLE MEMORIAL HOSPITAL,Acute Care Hospitals,2,1,2,44438.0,36452.0
